$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60,$<Performance
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,369.810
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,368.987
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,433.860
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,433.000
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,364.760
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,428.413
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,363.937
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,427.243
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,414.847
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,414.173
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,408.750
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,408.073
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,463.390
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,456.707
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,462.570
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,455.680
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,369.463
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,368.630
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,433.693
0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,304.997
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,432.770
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,414.687
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,463.347
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,413.880
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,462.437
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,364.347
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,363.560
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,408.617
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,407.687
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,428.160
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,310.577
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,456.363
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,427.060
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,455.400
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,447.627
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,516.767
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,518.800
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,439.107
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,508.983
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,440.673
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,310.217
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,510.210
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,445.487
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,447.647
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,439.020
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,440.410
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,516.587
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,508.547
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,518.567
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,509.803
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,384.197
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,305.480
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,383.260
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,450.157
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,449.383
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,383.890
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,450.130
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,382.980
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,449.030
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,381.403
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,380.527
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,381.213
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,310.793
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,380.180
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,446.640
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,446.630
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,445.667
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,445.213
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,426.417
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,428.027
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,494.597
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,495.560
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,419.700
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,304.940
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,487.737
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,421.113
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,488.773
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,370.770
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,369.680
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,365.903
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,365.040
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,434.970
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,429.643
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,433.913
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,310.290
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,428.263
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,425.873
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,427.797
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,494.320
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,495.450
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,370.557
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,434.643
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,369.617
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,433.927
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,419.397
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,295.590
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,420.683
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,365.443
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,364.497
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,487.583
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,429.257
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,488.260
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,428.157
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,519.413
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,521.980
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,571.510
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,295.333
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,573.757
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,511.373
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,562.923
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,513.523
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,564.167
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,518.960
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,521.510
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,511.407
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,512.773
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,571.473
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,295.527
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,562.187
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,573.240
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,564.147
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,492.367
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,494.340
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,543.523
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,544.823
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,492.360
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,543.083
0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,493.703
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,295.410
0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,544.580
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,485.590
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,486.973
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,485.437
0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,487.117
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,535.707
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,535.553
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,537.113
0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,536.850
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,433.223
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,299.690
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,432.757
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,482.817
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,482.377
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,428.373
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,476.863
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,427.793
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,476.310
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,414.997
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,414.243
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,408.683
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,299.843
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,407.990
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,463.310
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,456.617
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,462.740
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,455.720
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,433.213
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,432.677
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,482.640
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,482.080
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,414.670
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,299.647
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,463.500
1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,413.913
1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,462.500
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,428.020
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,427.520
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,408.607
1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,407.763
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,476.900
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,456.437
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,476.093
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,299.703
1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,455.513
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,505.857
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,435.977
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,513.530
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,505.637
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,447.423
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,380.840
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,447.137
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,378.417
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,378.283
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,443.920
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,443.647
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,571.567
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,511.693
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,562.570
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,433.223
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,428.427
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,482.903
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,476.997
0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,519.027
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,571.350
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,433.267
1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,482.590
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,511.480
1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,428.083
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,562.183
1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,476.937
0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,516.220
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,437.920
0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,507.403
